4.512465891515722660e+01 1.918708714599877752e+01 6.519026218844937048e+00 4.094393535267146333e+00 5.914819985819208092e+00 1.140199570745189028e+01 1.677443239686810728e+01 1.393499990658414589e+01 1.038041100271660255e+01 6.220029423886314746e+00 5.908547804379133517e+00 6.033985668124074664e+00 6.490068669758520592e+00 4.399938750447072167e+00 3.856421170707836854e+00
1.918708714599877752e+01 1.193941910019050283e+02 2.132795865014183079e+01 5.956834960568002657e+00 4.255505441903986608e+00 9.402907140549947584e+00 1.514165148002095407e+01 1.706214981314253976e+01 1.464397414686336063e+01 7.118828531232747281e+00 7.234821591108339334e+00 5.758836997636411326e+00 5.350986017764615355e+00 5.440067591200712371e+00 4.445321345982482519e+00
6.519026218844937048e+00 2.132795865014183079e+01 1.571318876930167221e+02 2.518099953001249958e+01 5.736815052002525839e+00 5.280891256957735536e+00 9.455346920755577145e+00 1.324229452407909946e+01 1.695900266510567533e+01 1.109984694440824526e+01 8.942994151892495580e+00 5.202287778064988544e+00 4.511183814685349347e+00 3.939062833377101835e+00 4.804253616956266626e+00
4.094393535267146333e+00 5.956834960568002657e+00 2.518099953001249958e+01 1.529308604431161882e+02 2.453145043649439572e+01 1.033991245798402225e+01 7.962848264690796540e+00 1.017697186348090099e+01 1.462978356696811488e+01 1.864084376657466180e+01 1.106104054258969072e+01 6.946989975975183640e+00 4.463033518707717917e+00 3.293770311076257506e+00 3.940167885635140088e+00
5.914819985819208092e+00 4.255505441903986608e+00 5.736815052002525839e+00 2.453145043649439572e+01 5.840696508358863781e+01 2.802261927870441838e+01 1.625607591322948764e+01 1.242670775407048467e+01 1.348995128765258045e+01 1.476069115874624416e+01 1.436926984719408473e+01 8.927785556097536102e+00 6.394392441899533708e+00 4.456867511824555983e+00 3.699184835591248888e+00
1.140199570745189028e+01 9.402907140549947584e+00 5.280891256957735536e+00 1.033991245798402225e+01 2.802261927870441838e+01 3.784192573165598361e+01 2.383171052912451415e+01 1.722716030395749698e+01 1.418315229521702392e+01 1.414837574053057345e+01 1.723553709219467578e+01 1.249318233283337065e+01 1.026550690982640290e+01 7.972912220335739875e+00 4.468896719550730978e+00
1.677443239686810728e+01 1.514165148002095407e+01 9.455346920755577145e+00 7.962848264690796540e+00 1.625607591322948764e+01 2.383171052912451415e+01 3.334540840006326334e+01 2.474398805086373443e+01 1.929681764637635411e+01 1.516320827565468754e+01 1.393030529842948795e+01 1.310958124955617521e+01 1.388901429227313500e+01 9.293424083595741791e+00 4.556071939586390229e+00
1.393499990658414589e+01 1.706214981314253976e+01 1.324229452407909946e+01 1.017697186348090099e+01 1.242670775407048467e+01 1.722716030395749698e+01 2.474398805086373443e+01 3.183552318404844428e+01 2.302513015448471023e+01 1.739589027938369625e+01 1.442531819945968152e+01 1.111190862860227924e+01 1.360490751180104319e+01 1.211883943039202194e+01 5.215224409416263640e+00
1.038041100271660255e+01 1.464397414686336063e+01 1.695900266510567533e+01 1.462978356696811488e+01 1.348995128765258045e+01 1.418315229521702392e+01 1.929681764637635411e+01 2.302513015448471023e+01 2.748066664039210849e+01 2.039452251379177028e+01 1.629396307314954484e+01 1.174782864820128481e+01 1.220795459668065064e+01 1.139154933824565141e+01 6.659813439746270269e+00
6.220029423886314746e+00 7.118828531232747281e+00 1.109984694440824526e+01 1.864084376657466180e+01 1.476069115874624416e+01 1.414837574053057345e+01 1.516320827565468754e+01 1.739589027938369625e+01 2.039452251379177028e+01 2.536711423641953544e+01 1.867454462439435403e+01 1.269722349253680527e+01 1.011941000260513235e+01 7.493900561734650800e+00 7.862868172850452808e+00
5.908547804379133517e+00 7.234821591108339334e+00 8.942994151892495580e+00 1.106104054258969072e+01 1.436926984719408473e+01 1.723553709219467578e+01 1.393030529842948795e+01 1.442531819945968152e+01 1.629396307314954484e+01 1.867454462439435403e+01 2.133962495025510009e+01 1.756092240817901740e+01 1.183885625998165025e+01 8.192356729098158041e+00 7.654606449374860233e+00
6.033985668124074664e+00 5.758836997636411326e+00 5.202287778064988544e+00 6.946989975975183640e+00 8.927785556097536102e+00 1.249318233283337065e+01 1.310958124955617521e+01 1.111190862860227924e+01 1.174782864820128481e+01 1.269722349253680527e+01 1.756092240817901740e+01 2.443344475792643422e+01 1.723699936137841604e+01 1.094418431883306653e+01 7.833088935994533486e+00
6.490068669758520592e+00 5.350986017764615355e+00 4.511183814685349347e+00 4.463033518707717917e+00 6.394392441899533708e+00 1.026550690982640290e+01 1.388901429227313500e+01 1.360490751180104319e+01 1.220795459668065064e+01 1.011941000260513235e+01 1.183885625998165025e+01 1.723699936137841604e+01 2.269580318821729037e+01 1.586240364427776761e+01 1.156430818752141576e+01
4.399938750447072167e+00 5.440067591200712371e+00 3.939062833377101835e+00 3.293770311076257506e+00 4.456867511824555983e+00 7.972912220335739875e+00 9.293424083595741791e+00 1.211883943039202194e+01 1.139154933824565141e+01 7.493900561734650800e+00 8.192356729098158041e+00 1.094418431883306653e+01 1.586240364427776761e+01 1.912601174412630556e+01 1.387787645456819874e+01
3.856421170707836854e+00 4.445321345982482519e+00 4.804253616956266626e+00 3.940167885635140088e+00 3.699184835591248888e+00 4.468896719550730978e+00 4.556071939586390229e+00 5.215224409416263640e+00 6.659813439746270269e+00 7.862868172850452808e+00 7.654606449374860233e+00 7.833088935994533486e+00 1.156430818752141576e+01 1.387787645456819874e+01 1.322674545151267544e+01
